year,selling_price,km_driven,fuel,transmission,owner,engine,max_power
2010,217000,120000,1,2,0,1248.0,73.9
2019,750000,6500,2,1,0,1197.0,81.8
2010,350000,80000,2,2,0,1298.0,80.0
2008,400000,100000,1,2,2,2179.0,120.0
2015,570000,120000,1,2,1,1364.0,67.05
2012,180000,120000,2,2,1,814.0,55.2
2018,700000,63000,1,2,0,2956.0,83.83
2015,685000,109000,1,2,0,1498.0,89.84
2015,565000,114000,1,2,0,1248.0,73.94
2014,395000,160000,1,2,2,1120.0,70.0
2013,425000,101000,1,2,0,1396.0,88.76
2018,535000,31000,2,1,0,999.0,67.0
2018,500000,31000,2,2,0,999.0,67.0
2016,434999,55000,2,2,0,1197.0,81.8
2014,700000,117000,1,2,0,1582.0,126.32
2015,425000,75000,2,2,0,1197.0,81.8
2013,325000,158000,1,2,0,1499.0,98.96
2018,950000,40000,1,2,0,1498.0,98.96
2017,980000,53000,1,2,0,2179.0,147.94
2020,808000,5000,2,2,0,999.0,108.6
2014,550000,30000,2,2,0,1197.0,85.8
2010,215000,64000,2,2,0,796.0,46.3
2016,512000,10500,2,2,0,1196.0,86.8
2011,215000,50000,2,2,1,796.0,46.3
2012,500000,60000,1,2,0,1598.0,103.5
2015,700000,35000,1,2,0,1498.0,103.52
2012,525000,135000,1,2,0,2179.0,138.03
2011,550000,70000,1,2,1,2179.0,120.0
2016,750000,80000,1,2,0,1248.0,88.5
2017,395000,25000,2,2,0,998.0,67.0
2017,675000,5000,2,2,0,1197.0,81.83
2008,140000,80000,2,2,2,1086.0,62.1
2011,430000,120000,1,2,1,2179.0,120.0
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2011,270000,167000,2,2,0,1458.625015808777,91.51791898382203
2011,270000,167000,2,2,0,1458.625015808777,91.51791898382203
2014,300000,10000,2,2,0,998.0,67.04
2013,355000,68000,1,2,0,1248.0,76.9
2015,180000,35000,2,2,1,796.0,47.3
2013,280000,70000,1,2,0,1396.0,69.0
2011,250000,70000,1,2,0,1248.0,90.0
2007,125000,50000,2,2,0,1193.0,65.3
2006,150000,80000,1,2,0,1458.625015808777,91.51791898382203
2006,95000,60898,2,2,0,1458.625015808777,91.51791898382203
2018,810000,29700,1,2,0,1248.0,88.5
2018,671000,20000,2,1,0,1368.0,98.63
2018,295000,20000,2,2,0,796.0,47.3
2017,850000,40000,1,2,0,1248.0,88.5
2013,409999,90000,1,2,0,1248.0,74.0
2015,600000,90000,2,2,0,1373.0,93.7
2015,600000,80000,1,2,0,2523.0,62.1
2012,220000,60000,2,2,2,998.0,67.1
2013,550000,56000,1,2,0,1248.0,74.0
2014,650000,50000,1,2,0,2523.0,75.0
2014,655000,50000,1,2,1,2523.0,75.0
2006,130000,74000,1,2,0,1948.0,68.0
2014,400000,123000,1,2,0,1461.0,108.45
2007,250000,60000,2,2,2,1458.625015808777,91.51791898382203
2009,155000,54000,2,2,0,796.0,46.3
2013,250000,50000,2,2,0,1193.0,64.1
2014,400000,80000,2,2,1,1197.0,82.0
2019,500000,10000,2,2,0,1198.0,67.05
2018,565000,10000,2,1,0,1086.0,68.0
2018,900000,40000,1,2,0,1498.0,98.96
2017,650000,120000,1,2,0,1493.0,70.0
2013,600000,45000,1,2,0,2523.0,62.1
2018,800000,35000,1,2,0,1248.0,74.02
2015,575000,60000,1,2,0,1396.0,88.73
2016,550000,40000,2,1,0,1499.0,110.4
2011,190000,80000,2,2,2,1586.0,103.3
2017,750000,37000,1,2,0,1498.0,98.96
2018,625000,22000,2,2,0,1197.0,83.1
2018,799000,60000,1,2,1,1396.0,88.73
2013,300000,57000,2,2,1,998.0,67.04
2017,850000,27000,2,2,0,1373.0,91.1
2012,130000,70000,2,2,0,995.0,62.0
2011,229999,40000,2,2,1,998.0,67.1
2015,400000,60000,2,2,0,998.0,67.04
2018,900000,35000,1,2,0,2498.0,105.0
2015,800000,70000,1,2,0,1997.0,120.0
2015,250999,43000,2,2,1,814.0,55.2
2011,250000,110000,2,2,1,1368.0,90.0
2009,100000,100000,2,2,1,1172.0,67.0
2016,450000,64000,2,2,0,1197.0,81.8
2017,575000,96000,1,2,0,1461.0,83.8
2013,400000,96000,1,2,0,1461.0,83.8
2019,480000,7600,2,2,0,998.0,67.0
2019,490000,7000,2,2,0,998.0,67.0
2007,150000,120000,1,2,1,1405.0,70.0
2017,600000,50000,1,2,0,1248.0,74.0
2015,500000,50000,1,2,1,1120.0,71.0
2015,425000,80000,1,2,0,1248.0,88.7
2015,360000,34000,2,2,0,998.0,67.04
2012,290000,80000,2,2,1,1198.0,73.9
2011,400000,72000,1,2,0,1248.0,74.0
2012,320000,70000,1,2,1,2956.0,83.8
2019,975000,30000,1,2,0,1498.0,98.96
2014,755000,29340,1,2,0,1582.0,126.32
2011,215000,120000,1,2,0,1399.0,68.0
2007,190000,70000,2,2,1,1086.0,68.05
2018,675000,24265,2,2,0,1199.0,88.7
2014,438999,81000,1,2,0,1248.0,74.0
2013,409999,35000,2,2,0,1197.0,85.8
2019,350000,15000,2,2,0,799.0,53.3
2012,135000,49000,1,2,2,936.0,57.6
2014,520000,70000,1,2,1,1248.0,74.0
2010,315000,180000,1,2,0,1248.0,73.9
2010,235000,50000,2,2,0,998.0,66.1
2013,375000,88200,1,2,0,1248.0,73.94
2006,189000,93000,2,2,1,1197.0,85.0
2017,550000,120000,1,2,0,1498.0,98.6
2011,260000,110000,1,2,1,1399.0,68.0
2016,650000,50000,1,1,1,1248.0,74.0
2013,480000,80000,1,2,0,1248.0,74.0
2016,700000,40000,1,2,0,1396.0,88.73
2015,650000,110000,1,2,2,1248.0,88.76
2018,1080000,12800,2,1,0,1496.0,105.5
2012,170000,40000,2,2,0,814.0,55.2
2017,610000,49000,1,2,0,1248.0,74.0
2014,350000,25000,2,2,0,1197.0,85.8
2016,260000,65000,2,2,1,796.0,47.3
2015,700000,20000,1,2,0,1248.0,91.7
2018,678000,17000,2,2,0,999.0,75.0
2015,800000,15000,1,2,0,1248.0,88.5
2014,400000,120000,1,2,1,1364.0,67.04
2010,300000,49000,2,2,0,1197.0,80.0
2016,520000,29000,2,2,0,1197.0,81.83
2017,850000,55000,1,1,0,1461.0,108.5
2015,300000,40000,2,2,0,998.0,67.05
2010,350000,120000,2,2,1,1497.0,118.0
2019,892000,10000,1,2,0,1248.0,88.5
2012,285000,70000,1,2,1,1248.0,92.0
2012,300000,60000,4,2,0,1086.0,68.05
2016,620000,90000,1,2,0,1248.0,88.5
2017,750000,90000,1,2,0,1248.0,88.5
2016,270000,35000,2,2,0,796.0,47.3
2014,560000,90000,1,2,0,1248.0,88.8
2012,300000,40000,2,2,1,1086.0,62.1
2012,300000,40000,2,2,1,1086.0,62.1
2018,570000,20000,2,2,0,1197.0,81.86
2011,220000,80000,1,2,0,1396.0,69.0
2012,260000,99000,2,2,1,1586.0,103.3
2019,600000,7500,2,1,0,1197.0,81.8
2016,300000,40800,2,2,0,814.0,55.2
2015,300000,70000,2,2,0,1193.0,88.7
2016,400000,100000,2,2,0,1198.0,82.0
2016,550000,8588,2,2,0,1197.0,81.8
2015,500000,60000,1,2,0,1498.0,99.0
2014,500000,110000,1,2,0,1498.0,98.6
2018,670000,150000,1,2,0,1364.0,67.05
2017,370000,30000,2,2,0,998.0,67.05
2012,100000,70000,2,2,1,796.0,37.0
2016,425000,50000,2,2,0,1086.0,68.05
2012,400000,158500,1,2,2,1458.625015808777,91.51791898382203
2016,850000,35000,1,2,0,1248.0,88.5
2018,750000,22000,1,2,0,1461.0,65.0
2010,235000,50000,1,2,0,1948.0,90.0
2017,700000,70000,1,2,0,1498.0,98.6
2016,480000,56000,1,2,0,1120.0,70.0
2016,475000,50000,1,2,0,1248.0,74.0
2015,610000,120000,1,2,0,1498.0,103.52
2017,800000,70000,1,2,0,1498.0,98.6
2015,520000,120000,1,2,0,2179.0,138.1
2014,160000,90000,1,2,0,1396.0,69.0
2018,1000000,70000,1,2,0,1248.0,88.5
2015,700000,120000,1,2,1,1248.0,88.76
2017,590000,70000,1,2,1,1498.0,98.6
2017,725000,100000,1,2,1,1493.0,100.0
2015,550000,50000,1,2,0,1248.0,74.0
2012,240000,90000,1,2,1,1248.0,73.94
2013,667000,65000,1,2,0,2231.0,184.0
2017,670000,50000,1,2,0,1498.0,98.6
2015,550000,110000,1,2,0,1248.0,74.0
2015,400000,30000,2,2,0,998.0,67.04
2014,545000,80000,1,2,1,1582.0,126.32
2015,599000,70000,2,2,0,1373.0,93.7
2016,725000,100000,1,2,0,1396.0,88.7
2015,525000,120000,2,2,1,1497.0,117.3
2011,204999,85000,1,2,1,1248.0,73.9
2012,190000,110000,1,2,0,1199.0,75.0
2015,310000,60000,1,2,2,1120.0,70.0
2016,380000,90000,1,2,1,1120.0,70.0
2012,204000,110000,2,2,2,998.0,67.1
2018,350000,25000,2,2,0,998.0,68.05
2013,350000,100000,1,2,0,1598.0,103.6
2012,175000,120000,1,2,1,1399.0,68.0
2011,340000,90000,1,2,0,1598.0,103.6
2017,950000,35000,2,2,0,1497.0,117.6
2017,894999,35000,2,2,0,1497.0,117.3
2014,350000,101200,1,2,1,2956.0,83.83
2016,550000,76000,1,2,0,1248.0,74.0
2016,800000,90000,1,2,0,2179.0,140.0
2013,525000,80000,1,2,1,2523.0,62.1
2009,190000,160000,2,2,2,1197.0,85.8
2019,694000,35000,1,2,0,1248.0,74.02
2016,861999,120000,1,1,0,2179.0,140.0
2017,650000,50000,1,2,0,1498.0,98.6
2011,310000,70000,1,2,1,1248.0,73.9
2013,360000,97000,1,2,0,1248.0,74.0
2011,240000,90000,1,2,1,1248.0,73.9
2012,500000,84487,1,2,2,2179.0,140.0
2010,475000,100000,1,2,1,2494.0,102.0
2007,100000,60000,2,2,2,796.0,46.3
2009,200000,110000,2,2,2,1586.0,104.68
2010,245000,146000,1,2,2,2498.0,112.0
2014,450000,70000,1,2,0,1248.0,74.0
2017,800000,51146,1,2,0,1248.0,88.5
2011,215000,40000,2,2,0,1197.0,85.8
2017,760000,50000,1,2,0,1248.0,88.5
2015,416000,80000,1,2,0,1498.0,88.8
2011,195000,120000,2,2,0,998.0,67.1
2017,325000,23000,2,2,0,796.0,47.3
2010,145000,70000,2,2,1,998.0,67.1
2018,675000,23000,1,2,0,1248.0,74.0
2016,340000,30000,2,2,1,998.0,67.04
2011,340000,50000,1,2,0,1248.0,90.0
2014,260000,40000,2,2,0,796.0,34.2
2015,300000,50000,2,2,0,796.0,47.3
2007,75000,60000,2,2,1,796.0,37.0
2011,350000,80000,1,2,0,1405.0,70.0
2019,1000000,15000,2,2,0,1462.0,103.2
2010,170000,150000,1,2,2,1248.0,88.8
2018,600000,40000,2,2,0,1197.0,85.8
2018,850000,120000,1,2,1,2650.0,80.84
2018,900000,50000,1,1,1,1248.0,88.5
2010,310000,120000,1,2,1,1248.0,73.9
2013,600000,60000,1,2,2,1248.0,88.8
2008,270000,149000,1,2,1,1248.0,73.9
2019,509999,5000,2,2,0,1086.0,68.0
2013,225000,70000,1,2,1,1405.0,70.0
2015,280000,55000,2,2,0,1197.0,78.9
2016,490000,100000,1,2,0,1047.0,69.0
2013,440000,120000,1,2,0,2523.0,62.1
2015,590000,70000,2,2,2,1197.0,81.86
2010,500000,120000,1,2,0,2499.0,141.0
2015,600000,40000,1,2,0,1498.0,98.59
2016,750000,70000,1,2,0,1997.0,120.0
2019,695000,36800,1,2,0,1498.0,88.0
2018,690000,52200,1,2,0,1248.0,74.0
2016,409999,78000,1,2,0,1186.0,73.97
2017,525000,29000,1,2,1,1186.0,73.97
2013,540000,60000,1,2,1,2179.0,140.0
2016,1000000,112000,1,2,1,1997.0,120.0
2017,725000,40000,1,2,0,1493.0,100.0
2018,975000,36000,1,2,0,1248.0,88.5
2016,355000,60000,2,2,0,998.0,67.05
2008,400000,120000,2,2,0,2354.0,158.8
2015,265000,48000,2,2,0,796.0,47.3
2018,650000,40000,1,2,0,1498.0,88.0
2017,720000,60000,1,2,0,1248.0,88.5
2016,850000,25000,2,2,0,1591.0,121.3
2015,290000,42000,2,2,0,998.0,67.05
2016,600000,90000,1,1,1,1493.0,100.0
2011,300000,90000,1,2,1,1248.0,73.9
2012,225000,110000,1,2,1,1461.0,63.12
2009,240000,70000,1,2,1,1248.0,73.9
2014,700000,80000,1,2,0,1582.0,126.32
2014,470000,70000,1,2,1,1248.0,74.0
2016,800000,80000,1,2,0,1396.0,88.73
2012,450000,90000,1,2,0,1461.0,108.45
2007,90000,90000,1,2,2,1396.0,53.5
2010,450000,120000,1,2,1,1364.0,87.2
2012,400000,107500,1,2,1,1458.625015808777,91.51791898382203
2016,925000,79000,1,2,0,1582.0,126.2
2007,300000,110000,1,2,1,2179.0,120.0
2009,360000,100000,1,2,0,1248.0,73.9
2010,320000,70000,1,2,1,1493.0,110.0
2016,780000,50000,1,2,1,1248.0,88.5
2013,620000,139000,1,2,0,1248.0,88.76
2006,100000,120000,2,2,2,1781.0,149.5
2014,210000,35000,2,2,1,1172.0,64.1
2015,375000,80000,1,2,0,2523.0,62.1
2019,786000,7720,2,2,0,999.0,71.0
2016,750000,100000,1,2,0,1461.0,64.1
2016,550000,57882,2,2,0,1197.0,81.83
2018,875000,142000,1,2,0,2179.0,147.94
2018,890000,140000,1,2,2,2179.0,147.94
2015,700000,35000,2,2,0,1373.0,93.7
2015,550000,30000,1,2,0,2523.0,62.1
2018,400000,10000,2,2,0,1198.0,67.0
2015,290000,30000,2,2,1,998.0,67.04
2012,150000,90000,1,2,0,1396.0,69.0
2015,300000,35000,2,2,1,1196.0,73.0
2009,220000,25000,2,2,0,1458.625015808777,91.51791898382203
2008,221000,35008,2,2,0,998.0,67.05
2017,270000,31100,2,2,0,799.0,53.64
2014,455000,42312,1,2,0,1120.0,71.0
2011,300000,72000,2,2,0,1496.0,88.7
2014,480000,54891,1,2,0,1364.0,67.04
2018,1000000,30000,1,1,0,1582.0,126.2
2019,500000,5000,2,2,0,1086.0,68.0
2013,800000,117000,1,1,0,2696.0,184.0
2013,250000,50000,1,2,0,1248.0,88.8
2012,245000,100000,1,2,0,1461.0,63.1
2019,625000,4337,2,1,0,1197.0,82.0
2018,560000,14495,2,2,0,999.0,75.0
2018,680000,8576,2,2,0,1199.0,88.7
2019,700000,30000,1,2,0,1248.0,74.02
2013,220000,80000,1,2,0,1396.0,69.0
2017,450000,70000,1,2,0,1405.0,69.01
2017,525000,19723,2,1,0,1199.0,84.0
2017,875000,30000,1,1,0,1248.0,74.02
2019,785000,9000,2,2,0,1197.0,81.83
2017,819999,30000,2,2,0,1199.0,88.7
2017,885000,39000,1,2,0,1498.0,98.6
2015,680000,64000,2,1,0,1499.0,110.4
2017,960000,42000,1,2,0,1498.0,98.96
2012,385000,45000,2,2,0,1198.0,86.8
2018,890000,55000,1,2,0,1493.0,100.0
2016,675000,69000,2,1,0,1197.0,103.6
2017,700000,80000,2,2,0,1197.0,81.8
2016,780000,60000,1,2,0,1498.0,98.59
2017,1050000,70000,1,2,0,1582.0,126.32
2016,400000,100000,1,2,0,1248.0,74.0
2011,400000,100000,1,2,0,2523.0,62.1
2009,85000,90000,2,2,1,796.0,46.3
2018,819999,11500,1,2,0,1493.0,100.0
2015,620000,40000,1,1,0,1493.0,100.0
2018,260000,50000,2,2,0,999.0,67.0
2016,805000,49900,2,2,0,1797.0,147.5
2015,484999,55380,2,2,0,1197.0,82.0
2018,811000,11000,2,2,0,1198.0,108.5
2015,575000,50000,2,1,0,1199.0,88.7
2016,645000,11000,2,1,0,1598.0,103.5
2017,650000,18816,2,2,0,1198.0,73.75
2017,925000,18000,2,1,0,1497.0,116.3
2019,894999,9654,2,1,0,1197.0,81.8
2011,175000,11000,2,2,0,998.0,67.05
2012,340000,24300,2,2,0,1197.0,81.8
2017,810000,47747,1,2,0,1248.0,88.5
2018,1025000,8000,1,1,0,1497.0,108.5
2016,300000,60000,1,2,1,1405.0,48.21
2015,490000,45900,2,2,1,1197.0,81.83
2013,425000,70000,1,2,0,1498.0,98.6
2011,155000,40000,2,2,0,796.0,46.3
2013,490000,90000,1,2,1,2179.0,120.0
2010,132000,105000,2,2,0,796.0,46.3
2018,750000,30000,1,2,0,1396.0,88.76
2011,225000,20000,2,2,0,998.0,67.1
2011,240000,80000,2,2,0,1197.0,78.9
2010,80000,80000,2,2,1,995.0,62.0
2019,1100000,50000,1,2,1,1498.0,98.6
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2016,380000,80000,1,2,1,1120.0,71.0
2011,300000,120000,1,2,1,2179.0,138.1
2014,240000,50000,2,2,0,796.0,47.3
2011,325000,70000,1,2,0,1248.0,74.0
2016,400000,130000,1,2,0,1198.0,77.0
2017,800000,50000,1,2,0,1461.0,83.8
2018,950000,80000,1,2,0,1498.0,98.96
2013,300000,120000,1,2,2,1248.0,74.0
2020,350000,5000,2,2,0,796.0,47.3
2017,530000,59000,2,2,0,1198.0,82.0
2013,350000,100000,1,2,2,1248.0,73.8
2008,168000,50000,2,1,0,2359.0,165.0
2016,240000,45000,2,2,1,799.0,53.3
2010,220000,80000,1,2,2,1248.0,73.9
2008,110000,80000,2,2,2,1061.0,67.0
2016,850000,100000,1,2,0,1248.0,88.5
2014,545000,110000,1,2,0,1248.0,88.76
2018,950000,25000,1,2,0,1248.0,88.5
2013,200000,68697,2,2,2,814.0,55.2
2017,660000,30000,1,2,0,1248.0,74.0
2013,420000,40000,1,2,1,1498.0,98.6
2010,150000,29000,2,2,0,1172.0,65.0
2013,175000,68000,1,2,1,936.0,57.6
2018,750000,15000,2,1,0,1199.0,88.7
2014,425000,70000,1,2,0,1248.0,73.94
2015,790000,126000,1,2,2,1364.0,87.2
2015,650000,94000,1,2,1,1498.0,98.6
2015,780000,129000,1,2,2,1364.0,87.2
2010,180000,55000,2,2,1,1086.0,68.05
2019,869999,40000,1,2,0,1498.0,98.96
2011,275000,50000,1,2,0,1248.0,88.8
2017,630000,25000,2,2,1,1197.0,81.83
2008,150000,60000,2,2,1,1794.0,125.0
2016,315000,25000,2,2,0,796.0,47.3
2011,189000,70000,1,2,1,1396.0,70.0
2014,580000,120000,1,2,0,1248.0,74.0
2009,150000,153000,1,2,1,1458.625015808777,91.51791898382203
2018,825000,35000,1,2,0,1248.0,88.5
2016,650000,60000,1,2,1,2179.0,148.0
2011,200000,120000,2,2,1,1198.0,73.9
2013,135000,120000,1,2,2,1405.0,70.0
2017,680000,80000,1,2,0,1396.0,88.73
2017,670000,80000,1,2,0,1396.0,88.73
2010,240000,80000,2,2,1,998.0,67.1
2014,555000,147279,1,2,1,2200.0,139.01
2013,455000,98000,1,2,0,1598.0,103.5
2018,750000,25000,1,2,0,1248.0,74.02
2016,700000,90000,1,1,0,1248.0,74.0
2014,160000,120000,1,2,0,1396.0,69.0
2013,225000,100000,1,2,1,1248.0,76.9
2008,140000,120000,1,2,1,1396.0,69.0
2014,600000,70000,1,2,1,1248.0,74.0
2008,65000,100000,2,2,2,995.0,62.0
2019,500000,10000,2,2,0,1197.0,81.8
2017,1100000,88754,1,2,0,2179.0,140.0
2011,325000,53287,2,2,0,1458.625015808777,91.51791898382203
2012,320000,55885,2,2,0,1198.0,75.0
2019,950000,16034,1,2,0,1498.0,98.96
2012,250000,156040,1,2,0,1399.0,68.0
2017,600000,20000,1,2,0,1248.0,74.0
2017,509999,46000,2,2,0,1197.0,81.8
2016,395000,50000,2,2,2,1598.0,103.2
2018,469000,5000,2,2,0,998.0,67.05
2017,250000,42000,2,2,0,796.0,47.3
2011,130000,68519,2,2,0,995.0,62.1
2019,906000,30000,1,2,0,1498.0,98.96
2011,160000,85000,1,2,0,1399.0,68.0
2012,300000,88000,2,2,0,1298.0,85.8
2010,60000,100000,2,2,2,796.0,37.5
2014,400000,100000,2,2,1,1197.0,85.8
2018,450000,22966,2,2,0,1199.0,84.48
2014,465000,80000,1,2,1,2523.0,62.1
2012,325000,80000,1,2,1,1248.0,74.0
2008,150000,70000,2,2,1,796.0,46.3
2014,250000,2350,2,2,0,814.0,55.2
2011,175000,50000,2,2,0,796.0,46.3
2010,175000,58000,2,2,0,796.0,46.3
2006,150000,80000,2,2,1,1497.0,100.0
2018,797000,60000,1,2,0,1493.0,70.0
2019,800000,35000,2,2,0,1197.0,81.86
2019,750000,59872,1,2,0,2523.0,62.1
2011,400000,140000,1,2,1,2179.0,115.0
2012,160000,110000,2,2,0,796.0,46.3
2016,700000,91182,1,2,0,2523.0,62.1
2010,160000,60000,2,2,2,796.0,46.3
2012,400000,100000,1,2,0,1396.0,88.76
2013,451000,120000,1,2,0,1364.0,67.06
2012,300000,70000,1,2,2,1248.0,88.8
2017,421000,59500,2,2,1,998.0,67.04
2016,950000,45000,1,2,0,1248.0,88.5
2011,395000,75500,1,2,1,1396.0,90.0
2016,950000,46000,1,2,1,1248.0,88.5
2013,270000,60000,2,2,0,796.0,47.3
2009,360000,60000,2,1,1,1396.0,100.0
2008,235000,152500,1,2,0,1248.0,75.0
2017,550000,23456,2,2,0,1197.0,82.0
2017,700000,15000,2,2,0,1199.0,88.7
2012,376000,26000,2,2,0,1198.0,86.8
2017,875000,77524,1,2,0,1498.0,89.84
2014,459999,40523,2,2,1,1197.0,82.85
2018,755000,39000,1,2,0,1248.0,74.0
2018,800000,25000,2,1,0,1197.0,83.1
2015,600000,31000,1,2,1,1248.0,74.0
2017,530000,42000,2,2,0,1197.0,83.1
2015,450000,80000,2,2,0,1197.0,83.14
2011,235000,60000,2,2,0,998.0,67.1
2013,395000,35000,2,1,1,1598.0,103.5
2018,450000,35000,2,2,0,1199.0,84.0
2019,600000,5000,2,2,0,999.0,72.0
2016,610000,110000,1,2,0,1248.0,88.5
2017,690000,20000,2,2,0,1197.0,81.83
2018,790000,15000,2,2,0,1198.0,108.5
2014,254999,40000,2,2,1,998.0,67.1
2016,500000,41000,2,2,0,1199.0,88.7
2011,340000,100000,1,2,1,2523.0,63.0
2008,150000,120000,1,2,0,1948.0,68.0
2007,245000,110000,1,2,2,2523.0,63.0
2015,515000,120000,1,2,1,1498.0,103.2
2008,122000,60000,1,2,1,1995.0,52.0
2009,160000,35000,2,2,2,1086.0,68.05
2007,110000,120000,2,2,1,796.0,46.3
2014,360000,70000,1,2,0,1248.0,74.0
2009,210000,110000,1,2,0,1458.625015808777,91.51791898382203
2011,260000,90000,1,2,2,1493.0,110.0
2007,128000,60000,2,2,1,796.0,46.3
2015,600000,80000,1,2,1,1582.0,126.2
2019,675000,25000,1,2,0,1248.0,74.02
2008,65000,100000,2,2,2,995.0,62.0
2019,500000,10000,2,2,0,1197.0,81.8
2010,300000,50000,2,2,0,1586.0,104.68
2009,125000,80000,2,2,0,796.0,37.0
2017,550000,25000,2,2,0,1197.0,82.0
2007,150000,80000,2,2,2,796.0,46.3
2017,891000,80000,1,2,0,2179.0,120.0
2018,750000,15000,2,2,0,998.0,100.5
2012,380000,27500,2,2,0,1197.0,82.9
2013,800000,110000,1,2,1,2494.0,100.6
2010,200000,120000,2,2,0,1390.0,75.0
2016,700000,70000,1,2,0,1248.0,88.5
2010,300000,74000,2,2,1,2354.0,177.6
2015,670000,120000,1,2,0,1498.0,98.6
2007,210000,140000,2,2,0,1497.0,78.0
2017,370000,40000,2,2,0,1197.0,81.8
2019,600000,20000,2,1,0,1197.0,83.1
2020,810000,15000,1,2,0,1248.0,88.5
2006,80000,35000,2,2,0,1458.625015808777,91.51791898382203
2019,346000,16000,2,2,0,1199.0,84.0
2012,250000,118000,1,2,1,2179.0,138.03
2006,120000,44000,2,2,1,1298.0,88.2
2013,600000,50000,1,2,1,1248.0,88.8
2016,330000,60000,2,2,0,1196.0,73.0
2014,400000,147000,2,2,1,1197.0,81.83
2014,450000,100000,2,2,2,1197.0,85.8
2017,800000,55000,1,2,0,1248.0,88.5
2015,340000,40000,1,2,1,793.0,47.0
2010,225000,64000,1,2,2,1248.0,73.9
2016,900000,50000,1,2,0,1248.0,88.5
2018,465000,30000,2,2,0,998.0,67.04
2016,400000,24177,2,2,0,1193.0,88.7
2012,185000,80000,1,2,0,1405.0,70.0
2006,140000,150000,2,2,1,998.0,67.1
2015,415000,120000,1,2,1,1461.0,83.8
2012,532000,121779,1,2,0,2179.0,120.0
2017,600000,56000,1,2,0,1248.0,74.0
2008,150000,100000,2,2,2,1586.0,104.68
2018,459999,12000,2,2,0,1197.0,81.8
2017,800000,15381,1,2,0,1248.0,88.5
2011,310000,5000,1,2,0,2523.0,63.0
2014,475000,40000,1,2,0,1461.0,108.5
2016,310000,35000,3,2,1,998.0,58.16
2018,350000,10000,2,2,0,998.0,67.05
2018,640000,25000,2,1,0,1197.0,81.8
2017,350000,50000,2,1,0,998.0,67.0
2018,600000,30000,2,2,0,1198.0,108.5
2015,575000,23000,1,2,0,1582.0,126.2
2019,974000,15000,1,2,0,2498.0,105.0
2018,445000,5000,2,1,1,998.0,67.0
2015,580000,15000,1,2,1,1248.0,88.76
2015,600000,50000,1,2,0,1498.0,98.59
2017,370000,40000,2,2,1,1196.0,86.8
2007,150000,70000,2,2,2,1061.0,64.0
2017,483000,15000,2,2,0,998.0,67.04
2016,470000,10000,2,2,0,1197.0,82.0
2018,950000,25000,1,2,0,1248.0,88.5
2013,450000,50000,2,2,2,1591.0,121.3
2011,345000,70000,2,2,0,1496.0,88.7
2020,600000,5000,2,1,0,1197.0,81.8
2009,300000,60000,2,2,0,998.0,66.1
2007,160000,74800,2,2,1,998.0,67.1
2018,340000,120000,2,2,0,998.0,68.05
2007,138000,120000,2,2,1,1497.0,78.0
2010,231000,80000,2,2,2,1298.0,85.8
2013,800000,120000,1,2,1,2179.0,140.0
2019,960000,20000,2,2,0,1197.0,108.6
2009,120000,70000,2,2,1,1061.0,67.0
2012,270000,40000,2,2,0,998.0,67.1
2011,200000,100000,2,2,1,1197.0,85.8
2012,328000,123000,2,2,0,1197.0,85.8
2012,432000,77000,1,2,0,1582.0,126.32
2019,565000,7000,2,2,0,999.0,75.0
2017,390000,70000,2,2,0,1196.0,73.0
2017,600000,30000,1,2,0,1498.0,99.0
2011,250000,120000,1,2,2,1396.0,90.0
2011,165000,70000,2,2,0,995.0,62.0
2011,421000,105000,2,2,0,1497.0,118.0
2012,225000,109322,2,2,1,1495.0,93.7
2013,350000,120000,1,2,0,1461.0,84.8
2015,600000,70000,1,2,1,1248.0,74.0
2018,515000,35000,2,2,0,1199.0,83.81
2017,800000,70000,1,2,1,1248.0,88.5
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
